#{"t_start": 1684358533.0692818, "env_id": null}
r,l,t
63,63,50494.416908
72,72,50514.593539
40,40,50527.527639
111,111,50559.359159
65,65,50579.356022
63,63,50598.180421
96,96,50625.597174
123,123,50662.481889
75,75,50683.454436
74,74,50706.30829
69,69,50723.62197
60,60,50743.511641
22,22,50749.71926
69,69,50773.662853
61,61,50793.185753
52,52,50811.693017
63,63,50834.884396
27,27,50845.867039
52,52,50862.275108
35,35,50874.93339
70,70,50892.699726
43,43,50905.135098
59,59,50924.626817
22,22,50935.181419
36,36,50945.026112
64,64,50963.701653
81,81,50986.231074
46,46,51001.455386
91,91,51028.513623
44,44,51044.166585
52,52,51058.619123
66,66,51079.319979
51,51,51100.252541
21,21,51108.477245
51,51,51126.227325
53,53,51145.030424
42,42,51158.685539
65,65,51179.559766
58,58,51196.500623
76,76,51219.392094
25,25,51227.675524
28,28,51235.057831
30,30,51246.766805
30,30,51259.583048
57,57,51279.424567
51,51,51296.765322
63,63,51316.764982
71,71,51341.197543
44,44,51356.840332
65,65,51375.68022
55,55,51391.813334
113,113,51422.628939
12,12,51429.245887
53,53,51449.112594
65,65,51468.787131
61,61,51486.810713
67,67,51508.335982
51,51,51526.985575
60,60,51543.609787
13,13,51550.11192
14,14,51558.051099
45,45,51573.642236
29,29,51582.517745
83,83,51609.892216
19,19,51619.307888
63,63,51638.858258
48,48,51653.540709
79,79,51677.614882
81,81,51699.848296
16,16,51705.923299
61,61,51726.439435
30,30,51738.458486
61,61,51755.605583
76,76,51778.179333
41,41,51794.462683
21,21,51800.781459
32,32,51811.645883
30,30,51822.711443
33,33,51833.37804
22,22,51843.419767
89,89,51871.728121
55,55,51891.802541
20,20,51899.692748
34,34,51910.335299
44,44,51927.868037
74,74,51948.125842
50,50,51964.267299
32,32,51976.742182
39,39,51987.266195
57,57,52007.63307
16,16,52013.832692
41,41,52024.660848
66,66,52045.240378
57,57,52063.630671
70,70,52085.830925
38,38,52098.920623
62,62,52116.358341
95,95,52143.44658
41,41,52157.040027
29,29,52166.97072
24,24,52179.453832
125,125,52213.810007
17,17,52221.288838
35,35,52234.00261
35,35,52243.51055
13,13,52249.685912
66,66,52271.45271
37,37,52283.417915
28,28,52292.110013
64,64,52309.366911
32,32,52322.850298
35,35,52334.008338
66,66,52354.825328
19,19,52363.174315
53,53,52381.516816
21,21,52391.198691
67,67,52412.373373
26,26,52420.415539
59,59,52439.989356
22,22,52446.198084
51,51,52461.186947
47,47,52474.439126
72,72,52494.407412
21,21,52500.540562
43,43,52515.529607
36,36,52525.970757
42,42,52541.479245
94,94,52567.870502
38,38,52582.395191
44,44,52595.137042
13,13,52602.006034
22,22,52608.30863
34,34,52619.74467
37,37,52629.377619
55,55,52647.154544
83,83,52671.843121
24,24,52681.767736
60,60,52699.395129
27,27,52707.733554
47,47,52721.269482
78,78,52744.119044
62,62,52763.065888
69,69,52783.373989
51,51,52800.306274
63,63,52820.868423
39,39,52835.330846
83,83,52860.504687
14,14,52867.87221
21,21,52875.565404
60,60,52895.448202
46,46,52910.18772
71,71,52933.103709
68,68,52953.911726
47,47,52966.337011
67,67,52987.061374
33,33,52999.969482
86,86,53028.477398
37,37,53040.318
35,35,53053.13516
57,57,53070.476094
38,38,53081.495409
65,65,53100.517217
62,62,53121.543788
35,35,53134.183268
99,99,53163.649381
83,83,53187.067939
62,62,53208.322717
73,73,53230.797782
11,11,53237.279963
56,56,53254.899275
45,45,53266.904139
86,86,53290.095977
38,38,53303.115381
63,63,53323.220701
51,51,53339.745395
75,75,53364.272311
53,53,53382.452242
42,42,53399.610104
74,74,53423.601244
90,90,53446.637328
37,37,53458.141752
34,34,53471.317132
66,66,53491.001344
69,69,53509.865588
71,71,53531.107959
56,56,53550.915419
54,54,53567.833859
26,26,53575.231853
128,128,53612.472164
14,14,53618.821835
83,83,53643.197176
40,40,53657.124179
81,81,53679.845847
29,29,53688.620112
39,39,53703.328835
56,56,53719.819754
45,45,53732.535708
37,37,53746.493304
41,41,53757.288652
50,50,53773.084749
63,63,53792.134216
20,20,53801.308838
125,125,53838.558823
58,58,53855.782786
71,71,53877.09363
31,31,53889.366186
67,67,53911.148976
24,24,53922.598669
66,66,53944.373156
72,72,53968.072447
24,24,53974.321663
52,52,53995.496247
54,54,54009.880116
47,47,54023.279808
47,47,54042.296016
57,57,54062.68701
33,33,54073.187131
67,67,54093.561308
35,35,54106.819071
43,43,54121.480395
85,85,54144.91085
86,86,54168.726229
60,60,54186.308838
12,12,54192.717845
24,24,54199.933956
22,22,54208.608497
89,89,54235.966644
66,66,54256.552194
53,53,54273.54854
55,55,54291.390024
23,23,54301.984798
88,88,54326.848582
21,21,54336.389369
92,92,54364.813742
12,12,54371.202503
73,73,54392.571206
52,52,54408.570273
68,68,54430.453828
49,49,54446.594665
26,26,54452.795803
72,72,54476.044162
60,60,54494.052787
123,123,54528.652446
19,19,54534.767994
30,30,54545.667167
54,54,54565.342556
42,42,54576.225676
112,112,54609.108709
61,61,54630.019434
14,14,54636.126719
70,70,54657.173024
31,31,54667.665101
17,17,54675.915145
66,66,54692.45712
23,23,54699.639002
31,31,54709.657988
29,29,54717.333211
31,31,54730.047259
55,55,54747.580846
42,42,54759.246332
57,57,54781.496859
94,94,54811.512077
58,58,54833.328287
25,25,54841.472118
32,32,54853.413255
64,64,54873.768465
44,44,54888.626707
56,56,54904.985092
46,46,54920.075309
47,47,54936.568379
29,29,54947.442714
61,61,54965.249894
22,22,54971.725206
24,24,54980.509358
47,47,54999.016653
61,61,55019.079762
61,61,55037.53215
24,24,55047.815228
40,40,55060.731449
44,44,55076.497706
37,37,55087.747622
32,32,55100.755421
79,79,55121.450191
20,20,55131.92195
77,77,55157.695952
41,41,55172.128493
57,57,55189.674431
37,37,55202.605087
75,75,55223.702808
12,12,55230.227447
60,60,55250.98273
25,25,55261.884838
20,20,55270.67668
41,41,55281.218342
76,76,55301.812315
21,21,55311.608817
93,93,55336.883723
33,33,55349.491277
76,76,55368.791646
44,44,55384.740725
37,37,55396.348682
15,15,55402.651351
58,58,55417.817628
50,50,55435.658877
80,80,55458.255705
34,34,55470.778404
12,12,55478.685196
9,9,55484.975339
37,37,55501.530596
21,21,55508.380459
18,18,55514.862983
49,49,55534.654436
12,12,55540.854682
51,51,55555.618066
58,58,55576.302687
69,69,55596.16101
97,97,55626.769632
55,55,55643.609307
43,43,55655.490229
32,32,55668.159803
34,34,55678.743037
59,59,55698.192347
57,57,55717.94999
27,27,55725.767048
15,15,55732.26664
59,59,55753.333019
72,72,55774.574208
60,60,55794.881916
18,18,55803.132033
26,26,55814.65671
69,69,55835.030593
42,42,55845.474558
58,58,55863.955547
85,85,55887.621069
68,68,55909.363063
29,29,55920.787123
48,48,55934.670182
15,15,55940.902823
30,30,55949.519656
70,70,55971.487197
64,64,55991.079051
51,51,56008.018271
67,67,56029.417533
33,33,56038.701566
29,29,56049.759874
11,11,56055.887091
64,64,56079.666672
25,25,56087.45694
63,63,56108.066384
60,60,56130.008288
62,62,56148.543267
52,52,56166.753905
56,56,56185.097534
17,17,56192.22242
34,34,56205.26386
40,40,56220.347223
66,66,56240.722095
51,51,56258.379539
53,53,56278.153617
56,56,56299.3534
90,90,56323.455926
56,56,56345.195116
51,51,56364.193906
21,21,56372.394255
39,39,56386.774547
26,26,56397.501621
103,103,56430.183479
59,59,56452.899884
21,21,56459.31635
24,24,56469.797296
42,42,56482.274252
35,35,56496.543903
63,63,56518.031914
68,68,56538.389215
32,32,56550.473528
56,56,56569.839554
41,41,56585.68887
103,103,56616.697178
47,47,56634.728944
39,39,56647.245853
41,41,56665.56198
18,18,56673.96273
67,67,56694.037025
26,26,56704.661408
22,22,56714.086143
33,33,56727.966124
21,21,56734.179885
66,66,56752.27079
54,54,56773.476263
56,56,56793.734085
20,20,56800.308169
46,46,56820.742083
54,54,56839.033317
56,56,56857.058046
59,59,56877.507737
55,55,56896.331566
25,25,56903.818374
37,37,56918.797309
37,37,56930.564197
43,43,56945.905723
22,22,56955.980192
51,51,56974.822084
66,66,56996.162902
65,65,57017.652287
29,29,57030.146149
27,27,57039.311636
14,14,57046.145188
63,63,57068.82457
34,34,57079.969343
45,45,57096.727657
43,43,57108.936177
25,25,57117.202841
29,29,57129.676918
61,61,57150.568339
64,64,57170.735209
43,43,57188.600739
13,13,57195.524644
59,59,57217.378665
60,60,57236.282465
76,76,57259.559026
57,57,57279.87402
11,11,57286.33128
45,45,57301.023016
56,56,57320.830313
33,33,57334.75589
114,114,57372.237893
54,54,57391.1155
40,40,57404.78754
36,36,57419.419827
24,24,57426.712229
58,58,57446.694084
44,44,57463.277758
23,23,57472.302789
22,22,57483.06974
38,38,57496.360902
55,55,57511.943374
39,39,57524.084835
48,48,57542.850983
67,67,57564.383221
21,21,57570.800444
19,19,57578.217104
73,73,57600.333359
39,39,57616.016421
13,13,57622.5736
75,75,57649.757108
56,56,57669.482243
35,35,57683.316653
13,13,57689.789808
40,40,57703.331541
26,26,57712.496617
44,44,57728.363266
27,27,57739.354163
30,30,57749.846003
65,65,57770.198353
68,68,57790.720791
41,41,57805.728733
29,29,57817.537126
37,37,57832.287651
26,26,57844.402258
25,25,57851.819674
60,60,57870.26107
73,73,57894.492916
54,54,57911.310174
70,70,57934.03553
47,47,57950.275149
55,55,57971.616357
71,71,57995.207195
33,33,58008.008088
57,57,58026.756811
36,36,58038.706555
33,33,58052.581716
31,31,58060.448063
29,29,58071.605672
66,66,58091.546098
77,77,58119.196254
54,54,58138.237251
67,67,58159.28897
44,44,58175.911558
56,56,58195.786538
66,66,58217.477875
37,37,58232.652879
81,81,58259.268523
35,35,58274.883974
62,62,58296.284476
65,65,58315.375652
54,54,58335.274794
21,21,58344.036189
59,59,58364.682168
19,19,58372.865785
35,35,58387.965091
16,16,58395.314776
57,57,58415.764421
74,74,58441.833851
82,82,58465.854776
87,87,58494.512907
46,46,58508.713015
78,78,58538.16156
65,65,58561.261345
61,61,58584.161245
23,23,58595.427165
58,58,58612.518788
41,41,58624.626262
13,13,58631.183377
71,71,58651.467832
31,31,58661.403602
49,49,58679.533899
62,62,58700.891426
30,30,58713.575213
67,67,58734.649865
31,31,58746.965522
56,56,58768.014997
21,21,58777.631327
67,67,58798.206701
49,49,58813.488951
49,49,58827.538975
92,92,58854.996229
56,56,58871.946221
50,50,58887.796056
56,56,58907.178871
55,55,58923.645661
52,52,58938.248086
55,55,58958.286156
61,61,58980.155198
70,70,59001.693264
53,53,59020.317893
71,71,59043.641603
12,12,59050.712195
64,64,59073.233985
10,10,59079.324024
49,49,59097.215862
68,68,59118.090761
23,23,59124.607453
57,57,59144.024644
46,46,59158.547692
49,49,59172.772973
56,56,59192.689581
33,33,59201.205161
35,35,59211.597158
61,61,59233.038413
26,26,59243.653939
39,39,59257.746634
19,19,59265.54547
80,80,59289.80598
81,81,59317.852872
34,34,59330.736039
39,39,59341.228105
28,28,59349.835152
90,90,59382.393722
32,32,59393.285318
60,60,59415.491706
61,61,59436.808449
71,71,59460.816354
24,24,59470.124119
42,42,59482.66952
62,62,59503.841344
46,46,59516.557122
11,11,59523.348905
31,31,59536.267164
44,44,59550.755387
46,46,59565.905496
